walker	beta0	tau_sq_0	ell0	beta1	tau_sq_1	ell1	beta2	tau_sq_2	ell2	beta3	tau_sq_3	ell3	beta4	tau_sq_4	ell4	beta5	tau_sq_5	ell5	beta6	tau_sq_6	ell6	beta7	tau_sq_7	ell7	beta8	tau_sq_8	ell8	beta9	tau_sq_9	ell9	beta10	tau_sq_10	ell10	beta11	tau_sq_11	ell11	beta12	tau_sq_12	ell12	beta13	tau_sq_13	ell13	beta14	tau_sq_14	ell14	beta15	tau_sq_15	ell15	beta16	tau_sq_16	ell16	beta17	tau_sq_17	ell17	beta18	tau_sq_18	ell18	beta19	tau_sq_19	ell19	beta20	tau_sq_20	ell20	beta21	tau_sq_21	ell21	beta22	tau_sq_22	ell22	beta23	tau_sq_23	ell23	beta24	tau_sq_24	ell24	beta25	tau_sq_25	ell25	beta26	tau_sq_26	ell26	beta27	tau_sq_27	ell27	beta28	tau_sq_28	ell28	beta29	tau_sq_29	ell29	sigma_noise	sigma_gp	lambda	log_l	log_p

19	1.549613541e+02	3.319182082e+00	6.427325447e+00	-4.740917308e+01	1.227344900e+01	1.149857763e+01	-3.830556843e+01	5.001829169e+00	1.165997415e+01	-1.728679378e+02	1.595330886e+00	1.658715678e+01	-1.482512471e+02	2.838207388e+00	5.368247402e+00	1.343400099e+00	1.951379211e+00	4.134649684e+00	4.829563042e+01	4.543852325e+00	3.477371132e+00	1.988982595e+02	1.226514369e+01	8.075931132e+00	-4.830305287e+01	2.622226069e+00	9.763472136e+00	6.595359748e+01	2.583329234e+00	3.127797010e+00	7.412291658e+01	2.020581750e+00	3.743259431e+00	1.773134462e+01	2.238541422e+00	9.691091791e+00	-4.022134520e+01	8.893418881e+00	6.430411880e+00	7.687316357e+01	3.673107029e+00	6.644679387e+00	8.780546760e+00	2.890102759e+00	8.370275064e+00	9.819060759e+01	1.283655769e+01	4.534365372e+00	-1.465543248e+02	3.549929050e+00	1.312985596e+01	6.932641616e+01	5.151293011e+00	1.456412659e+01	3.227430307e+00	1.120282846e+00	9.044328725e+00	2.670376609e+01	3.205529664e+00	1.017593977e+01	-1.944416827e+02	1.727119729e+00	1.160596210e+01	-1.577676800e+02	7.897625058e+00	6.926080141e+00	-1.270568991e+02	4.691213554e+00	7.196636803e+00	-1.473750542e+02	3.122963551e+00	3.679697033e+00	-2.935170352e+01	7.539707491e+00	9.464131298e+00	6.182032044e+01	2.966349890e+00	1.044959611e+01	-8.230997770e+01	1.140484461e+01	4.333388355e+00	1.376236309e+02	2.243935108e+00	5.506709050e+00	1.698781452e+01	7.694578666e+00	6.813308634e+00	-8.663510773e+01	5.051749617e+00	1.667523176e+01	7.299865200e+00	1.376545472e+01	7.461250874e-01	-8.058433729e+04	-5.029726058e+02

20	-6.439535534e+01	2.713642961e+00	1.081423522e+01	2.676006805e+01	4.781982928e+00	7.906459000e+00	2.763919942e+01	4.234315084e+00	1.405088629e+01	-1.072725587e+02	3.932041164e+00	5.907716974e+00	7.023633833e+01	3.491397743e+00	7.698570781e+00	9.168150444e+01	4.345251775e+00	8.180891137e+00	1.209871816e+01	3.832603932e+00	7.794283610e+00	7.965640741e+01	7.087699457e+00	1.027780269e+01	7.204054862e+01	5.237859614e+00	8.035934660e+00	-3.171889601e+01	5.937829615e+00	8.525900089e+00	1.592774407e+01	4.913480692e+00	6.663135457e+00	-3.720785418e+01	4.278104540e+00	5.852641362e+00	-6.165087865e+01	5.357684658e+00	8.001423174e+00	3.238952328e+01	2.928028304e+00	7.020737812e+00	3.629558910e+01	5.118933536e+00	7.945114986e+00	-6.534618536e+00	5.165487141e+00	7.890459539e+00	-5.040351115e+01	7.727642901e+00	7.063140609e+00	-1.727483737e+01	5.730480749e+00	6.671404871e+00	5.385791570e+01	2.282416647e+00	8.544575023e+00	-6.255803017e+01	4.062887974e+00	1.113802964e+01	-1.122421129e+00	3.451627693e+00	9.074784714e+00	6.633643919e+00	6.308469905e+00	7.598762653e+00	-3.363146846e+01	6.984716051e+00	8.185011553e+00	-9.136538402e+01	3.777434877e+00	4.844025047e+00	1.000702092e+02	6.249261461e+00	5.954793904e+00	8.904325987e+01	3.751053022e+00	1.114678317e+01	-1.146546994e+02	3.770224749e+00	9.215224723e+00	2.235588243e+01	4.687226101e+00	1.026082949e+01	2.896673951e+01	7.741658767e+00	7.495838749e+00	4.382486917e+01	5.320823456e+00	9.649684609e+00	7.042840453e+00	6.816111346e+00	1.062775988e+00	-4.075681338e+04	-5.095368439e+02

21	-1.981131758e+01	2.687007298e+00	6.103703815e+00	4.176465579e+00	4.172580268e+00	1.203635670e+01	1.249308609e+02	4.372038715e+00	1.232092954e+01	-1.241206958e+02	4.906774177e+00	8.286697866e+00	-4.010742976e+01	3.194341238e+00	7.256426814e+00	1.058938538e+02	3.205090800e+00	5.725719663e+00	7.468747402e+01	3.593974165e+00	5.562016463e+00	1.638414912e+01	8.514773378e+00	1.058861688e+01	9.404359648e+00	3.122060805e+00	7.944292404e+00	6.411669384e+01	4.372921357e+00	9.816944594e+00	5.094728974e+01	4.954523353e+00	6.028898305e+00	4.966954581e+00	2.672500505e+00	1.137724424e+01	-8.312461443e+01	5.113023455e+00	9.183061260e+00	9.332577357e+01	3.250967292e+00	7.112811669e+00	3.559171115e+01	5.740899920e+00	6.580567857e+00	-3.724394051e+00	7.032406301e+00	6.574602939e+00	-8.912723538e+01	7.552656693e+00	9.073204575e+00	5.367166384e+01	4.774395096e+00	9.173918737e+00	1.030401200e+01	4.777837987e+00	1.225247617e+01	-9.918152389e+00	3.837446704e+00	1.060527457e+01	-9.183992376e+01	1.702970402e+00	7.767703530e+00	-1.098394517e+01	5.281613967e+00	1.020652614e+01	3.365055253e+01	6.813328319e+00	7.334088188e+00	-3.564559324e+01	4.800870885e+00	5.170650829e+00	3.169950033e+01	7.798332257e+00	7.610972200e+00	-2.935955209e+01	4.129781131e+00	1.091308878e+01	2.554847252e+01	5.541027401e+00	7.766566208e+00	1.220678595e+02	3.603817725e+00	8.626221661e+00	-3.369388266e+01	5.386790283e+00	7.856868102e+00	-7.775855368e+01	5.019507307e+00	1.407123816e+01	5.640361488e+00	1.169496829e+01	1.156267437e+00	-4.540047235e+04	-5.098786620e+02

22	1.440145506e+01	1.272598814e+00	1.202447111e+01	9.516817819e+00	3.443050575e+00	1.193297278e+01	1.430827034e+02	3.444745283e+00	5.041689291e+00	-1.643757713e+02	1.198853050e+00	6.416380809e+00	-2.306538070e+02	1.958249612e+00	5.149044538e+00	6.621789655e+01	3.878993436e+00	1.004959303e+01	-4.759831744e+01	3.540793593e+00	6.463918662e+00	1.374018595e+02	4.935290581e+00	1.347292649e+01	-8.301304137e+01	7.541300569e+00	8.874992048e+00	-9.122074485e+01	4.792133693e+00	5.775731027e+00	4.701927263e+01	5.410161167e+00	7.540059042e+00	3.793665827e+01	5.430380928e+00	1.163725142e+01	9.614497814e+01	3.945327567e+00	3.632753662e+00	-1.966750665e+01	2.517491735e+00	1.059410006e+01	1.176457910e+02	5.004556097e+00	6.698798239e+00	1.030408693e+01	7.051257961e+00	1.149867191e+01	-6.625172979e+01	4.152843613e+00	1.016139180e+01	1.788167066e+02	2.729690257e+00	7.371432892e+00	9.159816972e+01	1.479267310e+00	1.312725833e+01	1.898773093e+02	5.341838695e+00	1.084127117e+01	-8.470054409e+01	3.828127967e+00	7.890055727e+00	1.397004522e+01	1.011433248e+01	6.749755305e+00	-1.203425586e+02	3.807460435e+00	1.402496958e+01	1.767393034e+02	6.108215723e+00	3.572615963e+00	2.626910256e+01	5.330210534e+00	8.708735058e+00	3.263639396e+01	7.951494326e+00	8.923155441e+00	3.124901658e+01	4.002478887e+00	9.426008355e+00	4.989422659e+01	5.045444412e+00	1.040207921e+01	-4.802750384e+01	4.772884858e+00	6.720030201e+00	2.238576812e+02	3.800368364e+00	8.631915791e+00	3.586510699e+00	1.152039826e+01	1.352300935e+00	-2.344439368e+05	-5.057894577e+02

23	-7.438462973e+01	2.818147246e+00	7.356265307e+00	5.214184776e+01	6.903018475e+00	9.430165931e+00	-4.036965843e+01	3.282128882e+00	8.756788927e+00	-6.566513243e+01	3.689655881e+00	6.161170550e+00	-4.431127616e+00	3.757086875e+00	7.188414159e+00	1.561278268e+01	2.648907355e+00	7.814873713e+00	2.510670178e+01	5.705265945e+00	6.432355483e+00	-5.642688093e+01	5.935666693e+00	1.148289124e+01	3.803611732e+01	5.460488625e+00	8.921777380e+00	-1.644241642e+02	5.647116585e+00	5.754192242e+00	-4.814699403e+01	3.105022919e+00	5.764362830e+00	-1.422446209e+02	3.903636180e+00	9.223686078e+00	1.784032593e+01	4.377573852e+00	1.279727067e+01	1.539018729e+00	2.643988564e+00	6.257610695e+00	5.244798310e+01	4.643746685e+00	5.627655840e+00	-1.142348091e+02	4.359951473e+00	6.640338617e+00	-3.743633792e+01	5.997574260e+00	7.364707977e+00	7.985867170e+01	4.581408818e+00	1.216513103e+01	8.917731026e+01	3.043390575e+00	7.598910570e+00	3.959217485e+01	7.088787465e+00	8.362724411e+00	7.009170825e+01	4.908813664e+00	1.512460918e+01	-6.638938429e+01	4.483818933e+00	8.914810163e+00	-1.546687957e+02	4.208791221e+00	9.178461803e+00	-1.570477659e+00	1.069206158e+01	6.238575922e+00	1.678382014e+01	4.869690844e+00	7.042228815e+00	7.208976677e+01	3.362207590e+00	9.718822299e+00	-1.277744690e+02	4.136540031e+00	1.240490021e+01	-3.369366232e+01	4.113556735e+00	7.908623193e+00	3.384953312e+01	4.875258001e+00	6.054929483e+00	3.391502505e+01	6.640808776e+00	8.827664610e+00	6.979257611e+00	5.724805851e+00	1.052353779e+00	-1.043740127e+05	-5.084378261e+02

24	6.258670789e+00	2.831475661e+00	7.566020776e+00	-4.377398684e+01	7.875032221e+00	1.059091299e+01	8.636639766e+01	5.270169846e+00	8.850858394e+00	3.688905331e+01	3.773928543e+00	8.831295663e+00	-3.280318208e+01	3.626934013e+00	9.116111561e+00	-2.360183847e+01	4.756282348e+00	1.010279903e+01	-3.639870796e+01	4.799900732e+00	5.544659279e+00	1.222400777e+02	4.551011541e+00	1.084258969e+01	1.156263669e+01	8.342260554e+00	9.118004579e+00	-1.144911087e+02	4.983104939e+00	5.535004301e+00	5.523305755e+01	4.462873391e+00	9.940685104e+00	-6.362931398e+01	3.668507054e+00	1.081005654e+01	-1.371059959e+02	6.882457620e+00	7.386961015e+00	-1.985666097e+01	6.283277112e+00	8.960699747e+00	-2.562799104e+00	3.894366632e+00	8.116490231e+00	-7.517480316e+01	3.365523611e+00	8.613515524e+00	5.661293708e+00	7.550974510e+00	6.243362288e+00	-1.895545076e+01	4.544384545e+00	1.043914500e+01	-4.311458145e+00	2.424312009e+00	9.117692040e+00	9.180474574e+01	3.487525723e+00	1.307064395e+01	-3.961699418e+01	5.018611781e+00	7.930396881e+00	1.135616941e+01	6.288593578e+00	7.798341864e+00	-4.376392823e+01	4.694770010e+00	6.137141167e+00	-6.900268168e+01	3.506558182e+00	6.061931494e+00	7.980084126e+01	6.230890277e+00	9.293407322e+00	6.947213455e+00	6.027454663e+00	9.917922089e+00	-2.893129889e+01	4.288916160e+00	8.498059423e+00	7.762452918e+01	5.107166774e+00	7.329294371e+00	-3.470165805e+01	4.722484651e+00	8.973917362e+00	6.083231481e+01	4.950680887e+00	8.450057330e+00	6.703242784e+00	1.119166815e+01	1.227651722e+00	-3.710572722e+04	-5.120650646e+02

25	-1.141857104e+01	3.615525622e+00	1.001925261e+01	2.548916355e+01	4.779158491e+00	1.247244555e+01	1.025313453e+02	3.634484676e+00	9.707034741e+00	-1.044340964e+02	3.661496235e+00	6.954936028e+00	-3.589669219e+01	3.901938220e+00	5.676979851e+00	3.595736141e+01	4.942661981e+00	8.491331868e+00	6.885792431e+01	5.185624774e+00	6.536206335e+00	9.874809948e+01	7.135320170e+00	1.273481720e+01	9.928884726e+01	8.138188589e+00	9.661339368e+00	-1.848303212e+01	6.445322474e+00	8.490910072e+00	8.832402708e+01	2.818354690e+00	6.382031738e+00	-4.435158497e+01	2.811778542e+00	7.966328551e+00	-7.213347555e+01	8.187158988e+00	9.669583997e+00	7.165134208e+01	3.840110562e+00	7.030700958e+00	4.089151801e+01	5.123721123e+00	8.466499120e+00	-1.233310510e+01	5.210797951e+00	5.971883912e+00	-4.467431522e+01	6.344832715e+00	7.083675348e+00	-5.019041774e+01	6.309544953e+00	7.059253286e+00	6.152878867e+00	3.839808440e+00	8.130895151e+00	6.361833338e+01	4.657066019e+00	1.306841482e+01	-6.077913000e+01	3.212078928e+00	8.100643818e+00	2.119372380e+01	6.031264718e+00	6.811559822e+00	-5.016579725e+01	5.288871838e+00	6.062106139e+00	-7.573432175e+01	5.036870957e+00	4.625652625e+00	9.423511189e+01	7.264009083e+00	8.712704946e+00	-6.863863003e+00	5.821909623e+00	9.168726884e+00	-8.454536377e+01	6.997413406e+00	7.575764906e+00	3.947374677e+01	4.574089798e+00	8.264546412e+00	4.176498651e+01	6.352852781e+00	7.542815993e+00	-1.492437284e+01	5.191140394e+00	8.868145830e+00	9.476838163e+00	9.458129203e+00	1.212020210e+00	-2.398284457e+04	-5.122261737e+02

26	3.665969401e+01	4.814932642e+00	1.543374190e+01	-7.978492022e+01	5.338027838e+00	9.294728495e+00	-1.864767893e+01	4.792615613e+00	1.731411830e+01	4.016032725e+01	7.853613997e+00	5.221800286e+00	2.067599512e+02	5.771859579e+00	9.237825994e+00	-8.896129276e+01	5.258210423e+00	9.252452056e+00	3.633556685e+01	2.756143087e+00	1.057021333e+01	7.438558700e+01	4.794777492e+00	9.832987637e+00	7.347354223e+00	5.209975548e+00	7.731265199e+00	-7.777524658e+01	6.155336215e+00	6.396226633e+00	6.883761521e+01	4.541223174e+00	6.815132059e+00	-1.966221783e+02	3.969639514e+00	7.119383390e+00	-6.032064276e+01	6.808136523e+00	6.795906420e+00	-1.341019451e+02	3.680810272e+00	8.984884643e+00	1.251441688e+01	6.113887529e+00	6.767400709e+00	6.470668868e+01	3.503434081e+00	1.067307385e+01	4.332555863e+01	4.620098516e+00	8.315139339e+00	-6.882718846e+01	7.656019872e+00	6.347562160e+00	-9.207153604e+01	2.369004009e+00	1.005102317e+01	-7.136410305e+01	4.638318003e+00	6.516918421e+00	9.606029837e+01	2.840368686e+00	7.440820059e+00	-7.392499355e+00	5.218334329e+00	6.988179367e+00	9.529938192e+01	3.184460892e+00	7.713172908e+00	-1.851450210e+02	4.052876266e+00	6.169537224e+00	-4.376516933e-01	5.854950256e+00	5.627203832e+00	9.052723686e+01	3.223319724e+00	9.570118444e+00	-1.299511871e+02	5.086664209e+00	6.364182581e+00	2.990452471e+02	4.973842806e+00	6.541610185e+00	-1.275807024e+02	8.036892798e+00	6.038359231e+00	-7.062456967e+01	4.319001064e+00	1.024017208e+01	5.074193688e+00	5.681507082e+00	7.972240233e-01	-2.113794693e+05	-5.089022294e+02

27	6.038213052e+01	3.637789209e+00	6.335048793e+00	-8.474137528e+01	3.194380517e+00	6.322362346e+00	1.328616168e+02	3.899530078e+00	1.507758253e+01	-2.088694983e+01	2.615792955e+00	9.433098592e+00	-1.338673517e+02	3.185073975e+00	6.381802994e+00	-1.385061792e+00	5.752220340e+00	6.539452557e+00	6.502305869e+01	3.834305205e+00	9.370701156e+00	5.165175873e+01	1.239211369e+01	9.006194716e+00	9.358348023e-01	7.688667663e+00	7.687294831e+00	-1.497278826e+02	4.336140275e+00	3.814067655e+00	-1.114616385e+01	7.392927739e+00	8.282964160e+00	-2.397251548e+01	4.237176001e+00	1.138844288e+01	-5.001607864e+01	5.479745027e+00	1.240402948e+01	-1.626836621e+01	2.960503005e+00	8.324437799e+00	1.274994447e+01	5.009525280e+00	6.695804294e+00	-3.145414680e+00	3.998549874e+00	7.921065869e+00	-2.563744712e+01	3.060584625e+00	8.874164998e+00	9.722373313e+01	4.142934787e+00	6.998659763e+00	-7.797065307e+01	2.629049871e+00	6.150413003e+00	-8.379041230e-01	8.723156494e+00	8.790230533e+00	-4.853511870e+01	5.548331777e+00	5.921548576e+00	7.046762859e+01	5.275914967e+00	9.593463066e+00	4.007158139e+01	5.860164592e+00	9.685456798e+00	1.476376687e+01	4.936304077e+00	5.548039590e+00	-3.999916637e+00	8.159178592e+00	9.280929290e+00	-7.631496075e+01	5.952963784e+00	1.599863884e+01	-2.708905980e+01	4.516706460e+00	1.669790591e+01	9.408814739e+01	8.325617550e+00	5.466589083e+00	6.364707841e+01	6.671732009e+00	6.384011714e+00	-3.939999384e+01	6.258713167e+00	8.192923086e+00	8.192736944e+00	6.771221696e+00	1.168311138e+00	-3.057705481e+04	-5.118513408e+02

28	-5.780315215e+01	2.983418993e+00	8.931179788e+00	-3.947007424e+01	5.646919966e+00	8.797798249e+00	-3.249452893e+01	3.625813718e+00	1.066304049e+01	-7.222015644e+01	3.778086035e+00	7.173576464e+00	1.083964832e+02	1.890583939e+00	7.328744138e+00	1.599295585e+01	6.183015092e+00	9.246614115e+00	1.432287063e+02	3.916130414e+00	6.648786215e+00	5.302281581e+01	6.798151102e+00	1.038592776e+01	1.081752848e+02	6.849953878e+00	8.814424731e+00	1.868586733e+01	5.399714482e+00	1.078767281e+01	3.754472452e+01	3.241746086e+00	5.847798526e+00	-6.143042053e+01	4.548814269e+00	1.093976969e+01	-2.645038418e+01	4.280558411e+00	8.655820757e+00	1.824447668e+01	2.771682863e+00	7.494480253e+00	-4.425162265e+01	5.747458532e+00	6.442576318e+00	3.023473853e+01	4.712196459e+00	8.967438271e+00	-9.137497291e+01	4.307592228e+00	7.486628083e+00	-1.308896949e+01	6.620661601e+00	5.826676559e+00	1.511322044e+01	2.473839194e+00	1.110073243e+01	7.279943148e+00	4.354045878e+00	9.646295397e+00	3.667516759e+01	3.068679155e+00	7.313817437e+00	4.554023331e+00	5.761649655e+00	6.201306600e+00	-6.905141212e+00	4.100744258e+00	8.929850535e+00	-1.830696232e+02	6.225426042e+00	6.227570352e+00	1.793768959e+02	5.671203636e+00	8.042265732e+00	3.670869558e+01	3.590309807e+00	8.051965424e+00	-6.325107957e+01	4.167068107e+00	9.088513802e+00	7.590240060e+01	4.154329475e+00	6.705269380e+00	-2.219906783e+00	4.931899299e+00	5.944960101e+00	1.616174780e+01	4.766772367e+00	7.436649275e+00	6.230299903e+00	6.994171465e+00	1.116924495e+00	-6.694652391e+04	-5.072317636e+02

29	-4.158556190e+01	7.268084896e+00	9.206470512e+00	9.729148004e+01	5.461564954e+00	8.649669893e+00	6.293156382e+01	5.660997648e+00	1.500627362e+01	-3.901470518e+01	2.014563519e+00	1.073059131e+01	-2.570901830e+01	3.935421860e+00	7.950259396e+00	7.724846334e+00	2.404080610e+00	9.757246895e+00	-4.057062408e+01	5.250182022e+00	7.112193354e+00	-9.231200025e+01	4.970065856e+00	1.234017358e+01	-1.267247250e+01	5.180951080e+00	1.257401431e+01	-2.254007237e+02	6.067452696e+00	7.586235865e+00	5.410909830e+01	2.766554489e+00	5.613285422e+00	2.036192186e+01	6.713847368e+00	1.773588224e+01	7.047607444e+01	4.620885399e+00	6.988719452e+00	-6.261438338e+00	5.632908356e+00	9.142963826e+00	-1.253527768e+01	5.233681523e+00	6.873154680e+00	-6.088079582e+01	4.566131394e+00	1.229489732e+01	-8.458897852e+01	7.382535562e+00	1.043923710e+01	1.407178660e+02	3.893982309e+00	5.683932647e+00	-7.918779005e-01	4.379479759e+00	6.454525766e+00	-4.637962477e+00	3.195141453e+00	7.098995129e+00	9.055138832e+00	4.905662910e+00	7.039300918e+00	8.944164155e+01	4.097836856e+00	9.265060333e+00	-6.475609245e+01	4.614407565e+00	9.165601505e+00	-1.649846574e+02	5.040196778e+00	7.416687769e+00	9.285521582e+01	7.814418320e+00	8.040794342e+00	-3.887278343e-01	5.735742232e+00	1.020508030e+01	-1.076098670e+02	3.600317644e+00	9.804993599e+00	-1.701621032e+01	6.824243861e+00	7.501738444e+00	1.325153547e+02	6.295887097e+00	7.074767996e+00	-6.767786313e+01	5.757335768e+00	8.227415042e+00	1.095276917e+01	8.821466241e+00	1.000312760e+00	-3.683280365e+04	-5.136317412e+02

30	-9.416646732e+01	2.680341277e+00	9.345323006e+00	-4.092583204e+01	7.951135872e+00	1.235101894e+01	4.443457309e+01	3.576915155e+00	1.327133011e+01	-5.749803628e+01	3.124048139e+00	6.981730586e+00	-5.191950444e+01	2.584924987e+00	8.677743720e+00	-9.403000969e+00	4.979980907e+00	1.185210913e+01	-4.093852793e+01	5.272327611e+00	8.744243505e+00	1.128276412e+02	7.455105299e+00	9.797318560e+00	5.664481767e+01	5.803719088e+00	8.335185098e+00	-6.130460803e+01	4.413614389e+00	9.790504047e+00	1.099274267e+01	3.257237736e+00	5.918144489e+00	-1.068324006e+01	4.352270964e+00	7.996729744e+00	-6.373047864e+01	6.363434884e+00	9.370632638e+00	4.357631842e+00	3.939653380e+00	8.113520764e+00	7.528383411e+01	6.793314445e+00	8.877505193e+00	-2.302231674e+01	5.319424851e+00	7.176768462e+00	3.897837379e+01	5.826309784e+00	7.211542869e+00	4.587518175e+01	3.647679027e+00	6.582804080e+00	-1.358562402e+01	2.616756138e+00	7.191587323e+00	7.289854774e+01	5.421223089e+00	9.511497669e+00	-6.684588833e+01	2.521360771e+00	6.442235307e+00	7.508830480e+00	6.001936175e+00	8.121695465e+00	5.385761179e+00	4.041816300e+00	8.181848548e+00	-5.028280736e+01	4.182029012e+00	6.306476347e+00	5.357901383e+01	9.425742668e+00	6.367752584e+00	1.645525147e+01	4.490975324e+00	1.004378815e+01	3.249056342e+01	3.061725694e+00	8.707917142e+00	5.027474628e+01	4.979979231e+00	1.162342409e+01	2.668917768e+01	5.039041271e+00	1.042314009e+01	-2.358460992e+01	5.442197938e+00	8.056054326e+00	6.826550989e+00	1.371342629e+01	1.013337118e+00	-2.353601318e+04	-5.110707628e+02

31	-3.188346352e+00	1.559109896e+00	6.663714803e+00	-1.074544450e+02	4.222511679e+00	5.026773342e+00	-1.118162982e+01	3.248956976e+00	8.052158744e+00	1.145151774e+02	5.442697910e+00	1.053349542e+01	5.543717967e+01	3.086329848e+00	8.921862292e+00	1.227465859e+02	1.415436475e+00	6.045349898e+00	9.269351944e+01	4.139768528e+00	5.718635254e+00	3.422112302e+01	6.156081983e+00	1.079072552e+01	6.111176907e+01	6.836676562e+00	1.429535997e+01	9.351340596e+01	6.367191999e+00	9.884305968e+00	-7.969000297e+01	2.742236770e+00	1.112716523e+01	4.758641052e+01	2.376983056e+00	1.156386750e+01	2.143334296e+01	4.452898776e+00	1.673356843e+01	-1.942372216e+02	2.888424088e+00	6.070673996e+00	1.370094465e+02	6.433474208e+00	4.043219907e+00	4.301965224e+01	3.595556060e+00	1.098805153e+01	1.592799196e+02	5.121785768e+00	8.115608226e+00	1.632483322e+02	1.095244028e+01	4.825432272e+00	-4.636246795e+01	4.205958725e+00	6.553021773e+00	5.021734613e+01	3.329906620e+00	1.288043908e+01	-4.299495679e+01	2.623049996e+00	5.182015621e+00	9.858385665e+01	7.666832144e+00	7.565628860e+00	1.107433646e+01	2.731442997e+00	5.021806766e+00	-1.337543500e+02	5.945282631e+00	7.864538415e+00	1.476593903e+02	8.113766537e+00	6.856317398e+00	-1.090444955e+02	5.644052893e+00	6.810541444e+00	-4.711300423e+01	2.504828285e+00	6.921325531e+00	1.623552838e+02	4.283086962e+00	7.560834700e+00	-2.136394483e+02	2.787387546e+00	1.282213046e+01	-1.495271418e+02	5.001551709e+00	1.430350441e+01	7.184566685e+00	6.005765344e+00	1.671117706e+00	-1.369459576e+05	-5.059073793e+02

32	-2.110170687e+01	3.775116084e+00	6.692009270e+00	2.970460867e+01	5.422591288e+00	8.632136278e+00	8.026926825e+01	4.723598875e+00	1.185733062e+01	-1.086655071e+02	3.147739796e+00	7.566845728e+00	-4.718336686e+01	3.518039448e+00	6.418842362e+00	8.280304621e+01	4.802527530e+00	1.107810906e+01	7.847461120e+01	3.559783705e+00	5.072231215e+00	7.368720590e+01	6.495049879e+00	9.826122285e+00	3.185397333e+01	8.682819230e+00	1.113411197e+01	6.089949606e+01	4.156076893e+00	4.775905424e+00	-7.285976453e+01	3.326706114e+00	8.419494377e+00	1.885064800e+01	3.146476565e+00	1.131675246e+01	6.872209099e+01	5.344863723e+00	7.627840180e+00	-6.854075932e+01	3.116199776e+00	6.840349063e+00	-1.000488121e+02	5.170040350e+00	7.681818728e+00	-1.111734267e+02	9.773877249e+00	7.580438756e+00	5.286639069e+01	5.679310601e+00	7.105020534e+00	-3.184384034e+01	4.408311183e+00	7.233289729e+00	7.902643020e+01	2.993634772e+00	1.547051932e+01	-4.444955021e+01	3.970226911e+00	8.868349372e+00	-6.196110224e+01	3.000277947e+00	6.273033710e+00	5.395743591e+01	6.931685095e+00	7.581491709e+00	-3.930304639e+01	5.480378156e+00	8.138155923e+00	-6.434744701e+01	7.372651515e+00	6.324325990e+00	7.567673022e+01	7.135156282e+00	5.927089070e+00	4.256993531e+01	7.214340143e+00	1.072938658e+01	-1.066287814e+02	6.072898275e+00	7.708335033e+00	1.695366651e+02	5.153125136e+00	6.966974458e+00	-8.963525636e+01	5.957474765e+00	7.337627181e+00	-5.583042626e+01	5.159220874e+00	8.070517789e+00	5.829653955e+00	9.581199935e+00	9.070653573e-01	-6.746915225e+04	-5.104596006e+02

33	-1.012147935e+02	3.166018260e+00	8.776388480e+00	-4.757513031e+01	4.613080157e+00	1.034011457e+01	4.389502133e+01	4.764042591e+00	1.057462503e+01	-3.817608116e+01	2.539959257e+00	6.936121245e+00	6.156008184e+00	2.396129702e+00	8.025704060e+00	6.130230157e+01	3.328269836e+00	7.690830311e+00	6.414726888e+01	3.229875116e+00	1.440856916e+01	8.616604172e+01	7.544639206e+00	9.454159446e+00	-3.859616406e+01	7.862473600e+00	6.582246358e+00	-6.743464565e+01	4.852695511e+00	5.022568934e+00	4.005362072e+01	3.566341118e+00	5.526924915e+00	9.221640849e+01	3.359013445e+00	8.561965140e+00	1.010271712e+02	3.689687616e+00	7.150402131e+00	4.001018644e+01	3.270440009e+00	9.147421873e+00	-3.715469070e+01	5.271435611e+00	7.136599273e+00	6.247983508e+01	4.405892671e+00	1.308440604e+01	-1.939121646e+01	5.433821803e+00	1.443820837e+01	7.561224384e+01	4.603111180e+00	7.440650707e+00	-1.078329045e+01	2.359108421e+00	7.075284065e+00	-4.301202930e+01	5.629235901e+00	1.227902771e+01	4.296357392e+01	3.037762436e+00	7.815805790e+00	7.114215723e+01	8.169150651e+00	6.003725648e+00	4.313975612e+01	4.592069910e+00	7.928304459e+00	-1.122405665e+02	4.261688139e+00	5.944935271e+00	8.028529941e+01	6.996927604e+00	7.661344742e+00	-7.345095041e+01	4.561317124e+00	1.072355875e+01	-3.846047249e+00	5.293843986e+00	1.214629365e+01	3.893300889e+01	6.718522446e+00	8.335443994e+00	-3.367452104e+01	5.176196093e+00	6.757148061e+00	-6.684078021e+01	6.170369528e+00	7.902179797e+00	4.818675092e+00	9.369331752e+00	9.261363852e-01	-6.854388530e+04	-5.089696478e+02

